Year,County,Activity,Reported human cases,Neuroinvasive disease cases,Identified by Blood Donor Screening,State,FIPS,Latitude,Longitude,WNV_Corvid_Count,WNV_NonCorvid_Count,Total_Bird_WNV_Count,Mos_WNV_Count,Horse_WNV_Count,Date,avg_u10,avg_v10,avg_t2m,avg_lai_hv,avg_lai_lv,avg_src,avg_sf,avg_ssr,avg_sro,avg_e,avg_tp,avg_swvl1,max_u10,min_u10,max_v10,min_v10,max_t2m,min_t2m,max_lai_hv,min_lai_hv,max_lai_lv,min_lai_lv,max_src,min_src,max_sf,min_sf,max_ssr,min_ssr,max_sro,min_sro,max_e,min_e,max_tp,min_tp,max_swvl1,min_swvl1,Evergreen/Deciduous Needleleaf Trees,Evergreen Broadleaf Trees,Deciduous Broadleaf Trees,Mixed Trees,Shrub,Herbaceous,Culture/Managed,Wetland,Urban/Built,Snow/Ice,Barren,Water,Population,PD
2002,douglas,Non-human activity,,,,colorado,8035.0,39.37,-104.85,1.0,0.0,1.0,0.0,1.0,2002-01-01,0.3140833734241249,0.8200700328366395,281.49676308827844,2.248830683590614,1.5595000427063197,1.9874301625811167e-05,0.0001651314355126,5558285.299315067,1.6363758644829052e-06,-0.0003654225763692,0.0004465532961161,0.2277806226419259,1.0661471,-1.3838013,2.2154167,-0.8228762,302.16608,262.17792,2.5413651,2.0098867,1.6056867,1.5204074,6.434761e-05,4.7165668e-07,0.0008992003,-9.313226e-10,22952728.0,1.0,7.6266006e-06,-9.313226e-10,-1.3965182e-05,-0.0016427318,0.0016156258,6.8822876e-05,0.2952694,0.15619315,0,0,0,7,0,7,9,0,76,0,0,0,,
2003,colleton,Non-human activity,,,,south carolina,45029.0,32.9,-80.67,14.0,1.0,15.0,0.0,7.0,2003-01-01,0.241826222163357,0.2081675082445144,290.96440866548704,4.41392278801905,2.8238891960823365,0.0001360026084038,9.464922884147447e-07,5460071.168835613,0.0002222355247845,-0.0012730525677373,0.00201820341985,0.3458848056115515,1.6603701,-0.7710571,1.5086184,-1.1030219,303.1068,276.6873,5.168438,3.4920733,3.0501451,2.551035,0.00032707915,7.1256654e-06,2.1662563e-05,-9.313226e-10,18501512.0,1.0,0.0008662762,1.270324e-06,-5.6239776e-05,-0.0048769196,0.0064773588,0.000112889335,0.39200085,0.284383,24,2,0,41,0,0,8,0,24,0,0,0,38543,1.110413774
2009,jackson,Non-human activity,,,,illinois,17077.0,37.76,-89.33,1.0,0.0,1.0,3.0,0.0,2009-01-01,0.2378915153137623,0.3524945755527441,287.0162095997431,1.6955587393616978,2.994619790168657,5.665878238625286e-05,6.904612065688379e-05,4774111.6085616425,0.0002170752226821,-0.0008555772627404,0.0021281545739365,0.3542677689088532,1.3151548,-0.90842295,1.132946,-0.74096084,302.06866,269.84473,2.8819835,0.77413225,3.0001345,2.9899955,0.00017726189,7.1256654e-06,0.0008170726,-9.313226e-10,18852346.0,1.0,0.00097001623,4.829839e-06,-2.3555942e-05,-0.0041839965,0.0074037565,0.00036639906,0.38893092,0.2838166,0,0,0,4,0,13,9,0,73,0,0,0,59664,1.329462173
2012,leon,Human infections and non-human activity,2.0,2.0,0.0,florida,12073.0,30.43,-84.26,,,,,,2012-01-01,-0.0176447411703933,0.0811974067098455,293.4178982719048,4.6016410817214055,2.74194931527956,0.0001216603060362,-9.313225746154783e-10,5786699.068306014,1.171766144167531e-05,-0.0011776536989376,0.00171693080026,0.1821116507867646,0.80684966,-0.7113775,1.2393618,-1.1792452,303.94336,282.52307,4.971587,4.052121,3.104883,2.2041957,0.0004517463,7.214898e-06,-9.313226e-10,-9.313226e-10,20288576.0,1.0,8.8228844e-05,2.5331974e-07,-2.6836758e-05,-0.0047011334,0.010211669,6.733835e-05,0.29613036,0.10258815,10,0,0,34,0,0,18,0,38,0,0,0,"283,620",0.94749529
2002,pierce,Non-human activity,,,,wisconsin,55093.0,44.73,-92.47,3.0,0.0,3.0,0.0,2.0,2002-01-01,0.6607536899308634,0.2923344250819453,281.1105180296179,1.414913627872728,1.9103638263597893,5.149572347338657e-05,0.000251941086903,4363748.959246572,0.0001200017299222,-0.0006968302579679,0.0016457215876458,0.3595658073074196,1.8538141,-0.09503186,1.3866115,-0.8815286,300.3989,264.42667,2.751671,0.61764693,1.9316258,1.8995296,0.00013339895,1.2874661e-06,0.0014475808,-9.313226e-10,19173032.0,1.0,0.0005207318,2.5331974e-07,-1.976965e-06,-0.004075471,0.004024458,7.9715624e-05,0.39883175,0.30468315,0,0,0,0,0,7,93,0,0,0,0,0,,
2023,arapahoe,Human infections and non-human activity,56.0,27.0,13.0,colorado,8005.0,39.59,-105.01,,,,,,2023-01-01,0.5897738559695772,0.4776719636367466,282.3296104019987,4.692406597251658,0.9631794948063928,5.442853621851994e-05,0.000251960862584,5567831.628742511,1.3029695666969533e-05,-0.0007408828787229,0.0010516820970398,0.2633375655748172,1.8496983,-1.0159491,1.3836417,-0.71769786,300.79532,261.4063,4.7574105,4.6280203,1.1804104,0.73535407,0.00015278737,3.5437115e-06,0.0009415578,-9.313226e-10,22197156.0,1.0,0.000102722086,-9.313226e-10,1.5311409e-05,-0.0039834767,0.004046739,0.00011190027,0.34839863,0.14609973,14,0,0,0,0,0,11,0,76,0,0,0,,
2016,san joaquin,Human infections and non-human activity,13.0,9.0,2.0,california,6077.0,37.96,-121.29,23.0,14.0,37.0,0.0,7.0,2016-01-01,1.1773704056287078,-0.0785774870322702,289.954625739426,2.2791723377717656,2.195205301860643,3.961842730611149e-05,-9.313225746154783e-10,5860586.946379782,6.297349171519608e-05,-0.0005514094396271,0.0010487694856888,0.2310277216563948,3.572688,-0.6480967,0.99906015,-0.88697314,305.78336,278.60007,2.343593,2.2118063,2.3765578,1.9729282,0.00017718541,0.0,-9.313226e-10,-9.313226e-10,25602720.0,69894.0,0.0004490288,-9.313226e-10,-2.4439301e-05,-0.0034182605,0.0055440282,0.0,0.38027617,0.117428064,0,0,0,0,0,0,0,0,100,0,0,0,"732,809",1.546661755
2016,hopkins,Human infections and non-human activity,4.0,2.0,1.0,texas,48223.0,33.14,-95.61,0.0,0.0,0.0,0.0,3.0,2016-01-01,-0.0956517317500271,0.8280615191804909,292.5888333972036,4.700852248186624,1.8759571398542232,5.796436289032094e-05,6.564992703904559e-06,4990958.446038254,0.0001416751091327,-0.001154805080411,0.0017227144693049,0.287418394466567,1.0170143,-0.99459827,2.641822,-0.09009254,306.68823,276.99976,4.810586,4.576688,2.323997,1.3635336,0.0001434692,1.6443955e-06,0.00014905818,-9.313226e-10,19399612.0,1.0,0.0012720819,2.5331974e-07,-5.4473057e-05,-0.0051332163,0.0068190014,5.5950135e-05,0.36704484,0.17413701,0,0,0,16,0,8,3,0,72,0,0,0,"36,184",0.130382649
2012,stearns,Human infections,2.0,1.0,0.0,minnesota,27145.0,45.55,-94.17,,,,,,2012-01-01,0.3049658482354848,0.1444643275822447,282.0100051796503,1.972579093253027,2.461497665754433,6.316027333998106e-05,0.0001828774690241,4478961.1342213135,1.2414558546342812e-05,-0.0007798568185932,0.0013337474560639,0.1715081962324231,1.7102746,-1.2304868,1.489315,-0.5308516,301.42023,263.99887,2.4065373,1.7371894,2.9239368,2.2079902,0.0002072177,1.873821e-06,0.0014964044,-9.313226e-10,20240154.0,1.0,0.00010323059,-9.313226e-10,-5.13182e-06,-0.0046888925,0.0072507598,4.901737e-05,0.2445191,0.06632659,13,0,0,5,0,5,0,0,78,0,0,0,"151,891",0.640741588
2012,west baton rouge,Human infections and non-human activity,5.0,0.0,3.0,louisiana,22121.0,30.46341479,-91.31274667,0.0,0.0,0.0,424.0,0.0,2012-01-01,-0.23617510794779,0.4186221126243066,293.8275063103015,3.929834130031816,2.502629942255594,9.212835997300446e-05,-9.313225746154783e-10,5425327.61987705,0.0002537975857502,-0.0013963958203806,0.0019359831275835,0.319922467154232,0.7345654,-0.9706749,1.6640348,-0.6689446,304.4809,283.63513,4.104375,3.7015498,2.9988904,1.8319159,0.00022730722,2.141518e-06,-9.313226e-10,-9.313226e-10,19508792.0,1.0,0.002225826,5.075708e-07,-0.00010103802,-0.0049968027,0.009720989,4.307553e-05,0.38586098,0.2548051,0,0,0,3,0,24,72,0,0,0,0,0,"24,149",0.103537625
2003,dyer,Non-human activity,,,,tennessee,47045.0,36.03,-89.38,0.0,0.0,0.0,0.0,1.0,2003-01-01,0.216667858051927,0.2600740878141089,288.5990307324552,1.6002127353459183,1.1129813040772525,4.812065393931856e-05,6.131986283684422e-05,4953624.469178078,0.0001994618715412,-0.0009176799368865,0.0021553732308061,0.3385927612650882,1.0661471,-0.60539484,1.1425977,-0.76719356,303.52676,271.7844,2.5078197,1.0604689,1.190425,1.0654609,9.8560966e-05,7.597293e-06,0.0010408228,-9.313226e-10,18195446.0,1.0,0.00087619293,3.0500814e-06,-4.2484608e-05,-0.003917604,0.006391205,0.0003223326,0.39579582,0.252766,0,0,5,26,0,13,28,0,28,0,0,0,37332,0.960043089
2008,jefferson,Non-human activity,,,,wisconsin,55055.0,43.0,-88.8,1.0,0.0,1.0,0.0,1.0,2008-01-01,0.6481462881946174,0.2531090692662803,281.0957672869573,1.270623722037332,2.8833069697103872,7.075341334493318e-05,0.0003822671218973,4443113.269808744,0.0001066855544254,-0.0006654329821874,0.0015642285916974,0.3481981692418376,2.066294,-0.42712796,1.1769972,-0.7402184,299.66983,262.78824,2.2676542,0.7101741,2.976933,2.8290787,0.00016427255,6.258837e-06,0.0028269384,-9.313226e-10,18800726.0,1.0,0.00041165203,2.5331974e-07,-2.8855866e-05,-0.0038329288,0.0040036626,9.4074756e-05,0.40123335,0.2556887,0,0,0,9,0,22,70,0,0,0,0,0,83140,0.872609223
2007,ozaukee,Non-human activity,,,,wisconsin,55089.0,43.39,-87.87,2.0,0.0,2.0,0.0,0.0,2007-01-01,0.9913668399804256,0.3892658015228297,281.9215944682082,0.5188281039669087,2.384185791015625e-07,2.14647305355892e-05,0.0003094860811858,4993340.459589037,4.8543087347117175e-05,-0.0011121056080885,0.0017728243016778,0.2415853863811655,3.4795675,-1.6400119,2.3978083,-1.7086016,296.7234,261.85873,0.8979933,0.25500274,2.3841858e-07,2.3841858e-07,6.1925675e-05,4.499743e-06,0.002208394,-9.313226e-10,22779138.0,1.0,0.00045945402,2.5331974e-07,-3.768946e-05,-0.0035115166,0.009286756,0.00017379224,0.2576598,0.20573135,14,0,0,28,0,0,0,0,48,0,0,11,85597,1.06175411
2017,langlade,Non-human activity,,,,wisconsin,55067.0,45.14,-89.15,1.0,0.0,1.0,0.0,1.0,2017-01-01,0.7343225871455172,-0.0998329930926022,279.49556332940915,1.8790229826757343,2.9008753815742385,0.0001151922574224,0.0002784147156938,4228753.230136984,0.000110437437152,-0.0007168074095404,0.0017189423687602,0.3646230375521802,1.8929145,-0.44925058,1.1322036,-0.81446195,296.63043,261.68964,3.5991616,0.87845564,3.1797123,2.7388854,0.00022974191,3.4417317e-05,0.0015067514,-9.313226e-10,18434360.0,1.0,0.00053573307,1.270324e-06,-1.1567492e-05,-0.0041210265,0.005288044,0.000265887,0.396113,0.3161586,9,0,0,7,0,9,23,0,51,0,0,0,"19,175",-0.001981898
2009,gila,Human infections,0.0,0.0,1.0,arizona,4007.0,33.62,-110.7,0.0,0.0,0.0,0.0,0.0,2009-01-01,0.2129348880624117,0.1916869683216694,289.69754272878976,4.344220303835934,2.455356602472801,1.9263818402366372e-05,3.60413524641158e-05,6480501.678767119,4.822542661265148e-06,-0.000370535960625,0.0004218873331859,0.2345961597786373,3.027598,-1.4033517,2.1020718,-1.0315006,306.8775,272.55038,4.37827,4.3027,2.4997804,2.3967113,6.6246954e-05,2.0395964e-07,0.00048047863,-9.313226e-10,24621020.0,5939.0,2.8985552e-05,-9.313226e-10,-1.1946075e-05,-0.0018451447,0.0017681271,9.890646e-07,0.39311102,0.17383115,19,0,0,40,31,0,9,0,0,0,0,0,53561,3.304270678
2007,murray,Human infections and non-human activity,1.0,0.0,0.0,minnesota,27101.0,43.99,-95.75,0.0,0.0,0.0,0.0,0.0,2007-01-01,0.8207614014001742,0.6080055738965123,281.24250559349565,0.0,1.2138476361967114,4.573496383908268e-05,0.00024292816038,4343591.802054793,6.247423971964885e-05,-0.0007522620609164,0.0013481107106661,0.3141939005010748,2.712994,-1.0275248,2.6460292,-1.3782179,301.30713,259.24265,0.0,0.0,2.7054207,0.65623295,0.00017240521,3.8242433e-07,0.001450168,-9.313226e-10,21778712.0,1.0,0.00039970223,-9.313226e-10,3.5376055e-05,-0.004695581,0.0054846127,1.43591315e-05,0.37816915,0.16178928,0,0,0,0,0,19,81,0,0,0,0,0,8788,0.122446254
2015,davidson,Human infections and non-human activity,3.0,2.0,1.0,tennessee,47037.0,36.17,-86.78,0.0,0.0,0.0,0.0,0.0,2015-01-01,0.1604398976858348,0.3471391995067464,288.65204285922107,3.24671684356585,2.758738856772852,9.56982616889322e-05,6.941568731547211e-05,4930816.081849312,0.0001488915398997,-0.0011072629235831,0.0021468150620795,0.3834177754309076,1.2032557,-0.76128197,1.6241908,-0.6506312,303.71265,270.17398,3.822554,2.6564713,3.1668985,2.345208,0.00019327231,1.7705781e-05,0.00096289814,-9.313226e-10,18295944.0,1.0,0.00062955683,2.2873282e-06,-4.8037153e-05,-0.0046072463,0.0053350814,0.0001960732,0.4408707,0.29227877,0,0,0,0,0,0,0,0,76,0,0,24,"679,793",1.257314442
2023,malheur,Human infections and non-human activity,6.0,3.0,0.0,oregon,41045.0,44.03,-117.38,,,,,,2023-01-01,0.7467684673067334,-0.7134040528517994,286.6972135441031,0.4647557735443114,0.7296401897590313,1.5994078800546474e-05,6.802132197036707e-05,5318110.780688621,3.1426574053343184e-06,-0.0003767113185984,0.0004473910457872,0.1714242717953855,2.498199,-0.7939514,0.20985138,-2.9016953,308.61444,269.88727,0.46475577,0.46475577,0.87879217,0.5877483,7.539941e-05,0.0,0.0006182203,-9.313226e-10,23798296.0,15076.0,2.161134e-05,-9.313226e-10,2.9446092e-06,-0.002108382,0.002099868,9.890646e-07,0.35859403,0.06847894,0,0,0,10,46,31,12,0,0,0,0,0,,
2003,tioga,Non-human activity,,,,new york,36107.0,42.1,-76.26,0.0,0.0,0.0,0.0,1.0,2003-01-01,0.5791712695196882,0.2587153318810136,280.5968741220969,2.572083615930111,2.384185791015625e-07,0.0001501961539747,0.0002988257005249,4332598.204794518,0.0003233004386906,-0.0008413809539801,0.002217526901003,0.3831121618617069,1.816,-0.4479643,0.86690664,-0.7285869,297.99557,261.824,4.398822,1.1677415,2.3841858e-07,2.3841858e-07,0.00029050757,4.7062495e-05,0.0015626894,-9.313226e-10,17152990.0,1.0,0.0017317911,2.0330772e-06,-4.828954e-05,-0.0044160644,0.006717004,0.00022974238,0.4106584,0.332947,7,0,25,35,0,5,28,0,0,0,0,0,51895,0.753516052
2013,yakima,Non-human activity,,,,washington,53077.0,46.72,-120.41,0.0,0.0,0.0,0.0,1.0,2013-01-01,0.9314036039048676,-0.5785910890118715,283.5567459524494,1.4685645459449437,0.6730591983011319,2.929257160795802e-05,3.381883853102383e-05,4897704.778082189,3.719974742972687e-06,-0.0003805325656,0.0004235813700377,0.1925594181332685,2.7060485,-0.5349113,0.61076653,-2.830174,305.05878,268.79874,1.4701139,1.4683628,0.7700007,0.6062224,0.00018786752,0.0,0.00026675314,-9.313226e-10,24822934.0,2742.0,3.2545067e-05,-9.313226e-10,2.7299626e-05,-0.0019291888,0.00218107,4.9360096e-07,0.38055938,0.05510035,0,0,0,0,36,29,0,0,36,0,0,0,"246,485",1.757200126
2012,orange,Human infections and non-human activity,1.0,1.0,0.0,florida,12095.0,28.54,-81.37,,,,,,2012-01-01,-0.378998165655006,0.007936336140815,295.28799188332493,2.4691743290489487,2.071903636872443,8.181079124493968e-05,-9.313225746154783e-10,5916125.384562844,5.519537311149102e-06,-0.0013048737547633,0.0011791128536706,0.1642123982106727,0.5156546,-2.0001473,1.1918459,-1.7519103,304.7273,284.28467,2.4815543,2.4536302,2.3773043,1.5866528,0.00021731344,7.3933334e-06,-9.313226e-10,-9.313226e-10,19078928.0,1.0,3.6867335e-05,-9.313226e-10,-6.2296866e-05,-0.005128043,0.006544697,5.4463744e-06,0.26611063,0.08347747,14,0,0,17,0,0,17,0,51,0,0,0,"1,202,498",0.998697238
2019,sheridan,Human infections,1.0,1.0,0.0,nebraska,31161.0,42.71,-102.46,,,,,,2019-01-01,0.724505729748778,0.1510021946201586,280.80982375471547,0.0,0.9913300759171784,3.816138345776889e-05,0.0004839270803056,4238440.178767121,3.0637314951379e-05,-0.0006280915001534,0.0012942801516707,0.2935335470184886,3.3303685,-1.7549978,2.3136656,-2.0211668,301.5031,262.16223,0.0,0.0,1.3709979,0.72776544,0.00011903289,6.245973e-07,0.0025563044,-9.313226e-10,21333316.0,1.0,0.0003137607,-9.313226e-10,5.3673983e-05,-0.0041262005,0.0050429516,9.506568e-05,0.38256449,0.20286532,0,0,0,4,0,65,32,0,0,0,0,0,"5,246",-0.162483815
2013,starke,Non-human activity,,,,indiana,18149.0,41.29,-86.62,0.0,0.0,0.0,1.0,0.0,2013-01-01,0.9042188399458584,0.6071668609364391,282.9733163702976,0.7936132189345684,1.4211343392933884,5.1103636569802765e-05,0.0001966588403264,4560370.1226027375,2.7673772523460303e-05,-0.0008430219528086,0.0020715162247317,0.2271631889249363,2.5300965,-0.49838328,1.8345475,-1.152765,298.88925,267.78412,0.8183682,0.7801225,2.5283313,0.82909274,0.00014447622,1.6686012e-05,0.00139035,-9.313226e-10,19173488.0,1.0,0.00016171113,1.7788261e-06,-1.812959e-05,-0.0045098253,0.006166909,0.0003827382,0.26971298,0.15347439,0,0,0,8,0,10,0,0,82,0,0,0,"23,139",0.143474175
2009,polk,Human infections,1.0,1.0,0.0,nebraska,31143.0,41.17,-97.54,0.0,0.0,0.0,0.0,0.0,2009-01-01,0.1769106099050338,-0.0823462638136458,282.9989662901995,0.0,1.1837983742152165,3.5819818372583035e-05,0.0001942054540786,4575084.630479448,6.715583882919728e-05,-0.0007848461826765,0.0014468678611343,0.3146249160068491,2.2718282,-1.5787889,1.2900949,-2.656939,299.1961,264.51288,0.0,0.0,2.4452913,0.6641948,0.0001167384,3.1868694e-07,0.0020538382,-9.313226e-10,19221454.0,1.0,0.0005868403,-9.313226e-10,-1.4596153e-05,-0.0045836484,0.006132249,6.0405582e-05,0.36451867,0.22270098,0,0,0,0,0,16,84,0,0,0,0,0,5409,-0.88216063
2003,sabine,Non-human activity,,,,texas,48403.0,31.34,-93.85,0.0,0.0,0.0,0.0,1.0,2003-01-01,-0.1305299823414788,0.4567158890913609,292.30246674002024,3.7243724796869913,2.967816338473801,8.853481066244181e-05,-9.313225746154783e-10,5283574.00308219,0.0001545546640169,-0.0012001630902762,0.0016534610753496,0.4219027493302135,0.6010581,-0.6172279,1.564796,-0.48630553,304.6556,279.01556,4.6306925,2.4753797,2.9920483,2.9355688,0.00029609085,1.2046046e-05,-9.313226e-10,-9.313226e-10,19474074.0,1.0,0.0007429584,2.5331974e-07,-0.000110754976,-0.0045778435,0.007582995,2.7231872e-05,0.47065252,0.36672765,40,0,2,58,0,0,0,0,0,0,0,0,10482,0.322107299
2004,grand traverse,Non-human activity,,,,michigan,26055.0,44.76,-85.7,3.0,0.0,3.0,0.0,0.0,2004-01-01,0.7988710311022618,0.2370336029698941,280.3558913058924,2.057078174554585,2.961996219848676,9.866554714765404e-05,0.0003644707250088,4557514.211065576,1.5316046952509172e-05,-0.0009467730348257,0.0017721539673705,0.2269787769866446,2.1262307,-0.7314422,1.7848043,-1.423259,295.78265,261.16217,3.0728438,1.3115089,3.0411258,2.9047785,0.00023881788,4.5634806e-06,0.0020130984,-9.313226e-10,21434728.0,1.0,8.5940585e-05,2.5331974e-07,-4.1980064e-05,-0.003728063,0.0061480934,0.00023221783,0.29138383,0.13476022,0,0,0,0,0,15,85,0,0,0,0,0,82768,0.543052997
2003,clark,Human infections and non-human activity,1.0,1.0,0.0,kentucky,21049.0,37.99,-84.18,1.0,0.0,1.0,0.0,2.0,2003-01-01,0.5203346211616307,0.4006237077794662,285.4708227288233,2.5723567792814053,2.8003279045836567,9.755477190020884e-05,0.0001138939458417,4585097.69417808,0.000203422100398,-0.0009906380692471,0.0024573952023399,0.3657780294140723,1.5880859,-0.19021046,0.9065032,-0.36281377,300.70462,268.83905,3.563496,1.4885455,2.813839,2.786159,0.00030758878,2.216731e-05,0.0010249792,-9.313226e-10,17757358.0,1.0,0.00081923744,4.829839e-06,-5.1318202e-05,-0.004148284,0.006644219,0.00038174912,0.39482158,0.3201008,0,0,0,0,0,14,44,0,42,0,0,0,33672,0.015918846
2015,madison,Human infections and non-human activity,2.0,1.0,0.0,nebraska,31119.0,41.82,-97.45,0.0,0.0,0.0,4.0,0.0,2015-01-01,0.2889184917080891,0.4669979306524744,284.00547290958764,0.0,1.2035992557055333,3.7093704733008846e-05,0.0001430939270617,4487174.102397258,0.0001892670625438,-0.0008993338226589,0.0020179212590909,0.3367975383792836,2.44032,-1.3295239,2.8301532,-1.3754957,300.6979,264.36954,0.0,0.0,2.322131,0.6664963,0.000120843004,1.0452641e-06,0.0008752737,-9.313226e-10,19037358.0,1.0,0.0008566142,-9.313226e-10,9.255018e-07,-0.0050067715,0.006757605,1.7823651e-05,0.3842184,0.27406302,0,0,0,0,0,23,77,0,0,0,0,0,"34,999",0.2609782
2006,gage,Human infections and non-human activity,3.0,1.0,1.0,nebraska,31067.0,40.26,-96.74,2.0,0.0,2.0,0.0,0.0,2006-01-01,0.2254189351650131,0.4425169015992176,286.464776841255,2.485646155109144,1.1852762317004268,2.646698954926599e-05,9.476498139333226e-05,4904814.265753422,3.45503968786295e-05,-0.0007143051778955,0.001258123671789,0.2562828653479275,1.8188297,-1.4758931,2.3223274,-0.8228762,304.61642,268.92416,2.4916918,2.4827523,1.957502,0.72596157,9.5425174e-05,1.147273e-07,0.0015846761,-9.313226e-10,21427420.0,1.0,0.00015738886,-9.313226e-10,-1.1188909e-05,-0.003583194,0.0032099606,2.0299107e-05,0.2983507,0.1916844,12,0,0,8,0,7,34,0,40,0,0,0,22875,-0.205148193
2012,walsh,Human infections,1.0,0.0,1.0,north dakota,38099.0,48.41,-97.4,0.0,0.0,0.0,0.0,0.0,2012-01-01,0.6505009771777635,-0.1631584906838631,279.9250387389804,2.409054223956958,1.2757758872756548,3.1526301442130205e-05,0.0001804961808931,4154608.637295082,7.144442652581171e-06,-0.0006008504395617,0.0008340677637047,0.2818733337106275,1.9065483,-1.1656624,1.6048875,-1.1030219,301.69684,259.61108,2.466901,2.3875525,2.3271694,0.90174484,9.468585e-05,2.3582252e-06,0.0010702461,-9.313226e-10,19998956.0,1.0,2.4408102e-05,-9.313226e-10,-2.8603245e-06,-0.003903218,0.0032287762,1.8319115e-05,0.34711856,0.1549244,1,0,0,10,0,18,70,0,0,0,0,0,"11,024",-0.780387408
2007,butte,Human infections and non-human activity,1.0,0.0,0.0,idaho,16023.0,43.65,-113.28,,,,,,2007-01-01,1.0750291957838891,0.0130910882802858,278.81686675189286,3.551008815634741,0.723047572945895,3.209615745007582e-05,0.0002232120512691,5137120.492465751,9.909565624308908e-06,-0.0003546067617182,0.0005623731475119,0.1917225443439124,2.9722915,-0.10043383,2.5297143,-1.3806927,302.8313,256.87296,3.6008205,3.5154815,0.7596129,0.69566905,0.00014835136,1.0070216e-06,0.0010375893,-9.313226e-10,23683178.0,1.0,0.00015866011,-9.313226e-10,2.1999702e-05,-0.0018438827,0.0016745469,3.812462e-05,0.34845528,0.054760486,0,0,0,16,48,36,0,0,0,0,0,0,2838,-0.294604524
2004,marquette,Non-human activity,,,,michigan,26103.0,46.55,-87.39,3.0,0.0,3.0,0.0,0.0,2004-01-01,1.182966953174013,-0.0486469789525199,278.4969344634177,1.9266465765530956,1.8354613780975344,0.000133223067022,0.0004116603239475,4414827.848019126,9.904327405402898e-06,-0.0012874017096483,0.0016404131161496,0.2041938232939914,2.7778182,-0.83382356,2.4742792,-1.9867674,293.68958,259.32666,2.028687,1.8686075,1.8354614,1.8354614,0.00028887595,1.7705781e-05,0.0024214732,-9.313226e-10,22520124.0,1.0,5.186908e-05,-9.313226e-10,-5.901605e-05,-0.0044710846,0.004275987,0.00028321706,0.23175222,0.178589,2,0,0,0,0,3,0,0,53,0,16,25,65620,0.421435811
2003,scott,Human infections and non-human activity,1.0,0.0,0.0,mississippi,28123.0,32.35,-89.47,1.0,1.0,2.0,0.0,3.0,2003-01-01,0.0525179108528241,0.268938386848528,290.899183654785,4.128566423180985,2.858459606562576,0.0001054228631016,4.172299618590372e-07,5358151.438698627,0.0001238112854579,-0.0011465314381806,0.0017207000462006,0.4080305235843133,1.1674994,-0.71960914,1.0379143,-0.4316128,304.11807,275.3882,5.184842,2.8686204,2.9260516,2.7780728,0.00034857087,8.808274e-06,4.8493966e-06,-9.313226e-10,17893032.0,1.0,0.00072897365,7.6182187e-07,-6.999471e-05,-0.0046817,0.0058723027,7.575564e-05,0.4612388,0.33792007,20,0,13,51,0,0,16,0,0,0,0,0,28126,-0.435786274
2002,hernando,Non-human activity,,,,florida,12053.0,28.55,-82.39,5.0,2.0,7.0,0.0,20.0,2002-01-01,-0.5024865910615004,-0.1337900855361598,294.45433222104424,2.289958609946785,2.7894617453013377,9.499710051810098e-05,-9.313225746154783e-10,5783149.058219175,1.789033731879436e-05,-0.0011199246143143,0.0016602178805903,0.2053715535222666,0.75848866,-1.5270838,0.8327546,-1.0386775,303.07544,283.79865,2.4977741,1.922336,2.8970034,2.5997393,0.00027174377,1.03379425e-05,-9.313226e-10,-9.313226e-10,19300484.0,1.0,0.00016781315,2.5331974e-07,-3.705849e-05,-0.0041036117,0.008656449,4.0104613e-05,0.28953734,0.09766036,0,0,10,16,16,17,41,0,0,0,0,0,,
2003,campbell,Human infections and non-human activity,6.0,2.0,0.0,south dakota,46021.0,45.72,-100.06,0.0,0.0,0.0,0.0,2.0,2003-01-01,0.072230907662274,0.0245347617423696,280.53343470325206,2.078163568287679,1.0663031022842613,2.1873508027454908e-05,0.000149637812825,4307475.209589039,2.9233457163384507e-05,-0.0005605349341113,0.0008906374430309,0.2646233433934106,1.968543,-2.656108,2.0216413,-1.8048707,302.38895,259.9605,2.0812173,2.0761487,1.6890997,0.67396057,9.977195e-05,1.4021934e-06,0.00079217646,-9.313226e-10,21438384.0,1.0,0.00032469444,-9.313226e-10,-5.888287e-07,-0.0037315963,0.0037754057,6.3871965e-05,0.35690612,0.15722403,0,0,0,0,0,48,52,0,0,0,0,0,1691,-0.797357873
2002,grant,Non-human activity,,,,kansas,20067.0,37.57,-101.35,0.0,0.0,0.0,0.0,1.0,2002-01-01,-0.1811499599724599,1.314798445366833,286.803293327436,0.0,1.0691829632406362,1.3158333245409673e-05,9.065330832278068e-05,5302944.105821916,2.416408914205146e-06,-0.0003596139083016,0.0005863866111748,0.2059474422098838,1.6493089,-2.0973835,4.6379833,-1.302737,305.3298,269.97238,0.0,0.0,1.3934529,0.76185215,4.8337213e-05,6.373739e-08,0.00067900773,-9.313226e-10,21519696.0,1.0,1.1187047e-05,-9.313226e-10,-8.538831e-06,-0.0016169886,0.0021602744,2.7727336e-05,0.2581469,0.16917527,0,0,0,16,0,73,11,0,0,0,0,0,,
