Year,County,Activity,Reported human cases,Neuroinvasive disease cases,Identified by Blood Donor Screening,State,FIPS,Latitude,Longitude,WNV_Corvid_Count,WNV_NonCorvid_Count,Total_Bird_WNV_Count,Mos_WNV_Count,Horse_WNV_Count,Population,PD
2005,union,Human infections and non-human activity,5.0,4.0,0.0,arkansas,5139.0,33.21,-92.66,1.0,0.0,1.0,0.0,0.0,43134,-0.303318577
2001,henry,Non-human activity,,,,ohio,39069.0,41.39,-84.12,1.0,0.0,1.0,0.0,0.0,,
2002,davidson,Human infections and non-human activity,1.0,1.0,0.0,tennessee,47037.0,36.17,-86.78,138.0,0.0,138.0,0.0,1.0,,
2014,lincoln,Human infections,0.0,0.0,1.0,oklahoma,40081.0,35.7,-96.87,,,,,,"34,527",0.155527988
2017,big horn,Human infections,1.0,1.0,0.0,wyoming,56003.0,44.37,-108.04,,,,,,"11,859",0.18784983
2005,duchesne,Human infections and non-human activity,7.0,0.0,0.0,utah,49013.0,40.1,-110.49,0.0,1.0,1.0,0.0,2.0,15473,0.65641056
2022,twin falls,Non-human activity,,,,idaho,16083.0,42.41,-114.59,,,,,,,
2015,waukesha,Non-human activity,,,,wisconsin,55133.0,43.01,-88.23,1.0,0.0,1.0,0.0,0.0,"396,237",1.076763905
2018,des moines,Human infections,2.0,2.0,0.0,iowa,19057.0,40.8,-91.12,,,,,,"39,149",0.23704124
2019,catron,Non-human activity,,,,new mexico,35003.0,33.7,-108.76,0.0,0.0,0.0,0.0,1.0,"3,527",1.61389094
2015,schoolcraft,Non-human activity,,,,michigan,26153.0,45.95,-86.25,0.0,1.0,1.0,0.0,0.0,"8,121",0.052683066
2003,carroll,Human infections and non-human activity,2.0,1.0,0.0,maryland,24013.0,39.57,-77.0,0.0,0.0,0.0,3.0,44.0,161389,1.105347401
2002,wibaux,Non-human activity,,,,montana,30109.0,47.01,-104.32,0.0,0.0,0.0,0.0,4.0,,
2006,la crosse,Human infections and non-human activity,1.0,1.0,1.0,wisconsin,55063.0,43.82,-91.23,2.0,0.0,2.0,0.0,1.0,110641,0.536913836
2016,duval,Human infections and non-human activity,1.0,1.0,0.0,florida,12031.0,30.33,-81.65,,,,,,"926,010",0.935033908
2013,parke,Non-human activity,,,,indiana,18121.0,39.76,-87.23,0.0,0.0,0.0,3.0,0.0,"17,237",0.423381975
2021,richland,Human infections and non-human activity,1.0,1.0,0.0,montana,30083.0,47.75,-104.28,0.0,0.0,0.0,0.0,1.0,"11,283",-0.688198157
2009,lincoln,Human infections,1.0,0.0,0.0,idaho,16063.0,43.07,-114.41,,,,,,5151,-1.075760487
2017,saline,Human infections,1.0,0.0,0.0,nebraska,31151.0,40.48,-96.96,,,,,,"14,365",-0.415222961
2013,northampton,Non-human activity,,,,pennsylvania,42095.0,40.75,-75.23,3.0,0.0,3.0,0.0,0.0,"298,955",1.286984282
2007,kenton,Human infections and non-human activity,1.0,1.0,0.0,kentucky,21117.0,38.95,-84.54,1.0,1.0,2.0,0.0,0.0,157240,0.419401684
2008,adams,Non-human activity,,,,indiana,18001.0,40.83,-84.92,0.0,0.0,0.0,0.0,0.0,34214,-0.080729584
2002,goodhue,Non-human activity,,,,minnesota,27049.0,44.58,-92.6,2.0,0.0,2.0,0.0,15.0,,
2017,fulton,Human infections and non-human activity,3.0,2.0,0.0,georgia,13121.0,33.75,-84.39,0.0,0.0,0.0,0.0,0.0,"1,038,938",1.186015055
2021,charles mix,Human infections,2.0,0.0,1.0,south dakota,46023.0,43.15,-98.53,,,,,,"9,163",-0.203463759
2004,halifax,Non-human activity,,,,virginia,51083.0,36.76,-78.93,0.0,0.0,0.0,0.0,1.0,36382,0.752036469
2002,aransas,Non-human activity,,,,texas,48007.0,28.04,-97.05,0.0,0.0,0.0,0.0,2.0,,
2002,allen,Human infections and non-human activity,1.0,0.0,0.0,louisiana,22003.0,30.65287053,-92.82787923,1.0,0.0,1.0,0.0,3.0,,
2017,mountrail,Human infections,6.0,1.0,0.0,north dakota,38061.0,48.31,-102.38,,,,,,"10,276",0.094807021
2014,saunders,Human infections,1.0,0.0,2.0,nebraska,31155.0,41.21,-96.62,0.0,0.0,0.0,0.0,0.0,"20,860",0.427010705
2013,ohio,Non-human activity,,,,indiana,18115.0,38.95,-84.85,0.0,0.0,0.0,0.0,0.0,"5,986",-0.493812929
2014,spink,Human infections,1.0,0.0,0.0,south dakota,46115.0,44.87,-98.52,,,,,,"6,656",-0.40936354
2007,hardin,Human infections,3.0,1.0,0.0,texas,48199.0,30.37,-94.31,,,,,,52446,0.704043903
2012,denver,Human infections and non-human activity,16.0,9.0,1.0,colorado,8031.0,39.75,-105.0,0.0,3.0,3.0,0.0,0.0,"635,163",1.168311525
2021,beauregard,Non-human activity,,,,louisiana,22011.0,30.64846873,-93.34333899,0.0,0.0,0.0,0.0,1.0,"36,584",0.290190496
2004,lawrence,Non-human activity,,,,arkansas,5075.0,36.06,-90.95,0.0,0.0,0.0,1.0,0.0,17541,-0.431547114
2004,hillsborough,Human infections and non-human activity,3.0,3.0,0.0,florida,12057.0,27.95,-82.46,2.0,0.0,2.0,0.0,0.0,1108225,0.599324885
2014,mobile,Human infections and non-human activity,0.0,0.0,2.0,alabama,1097.0,30.69,-88.05,,,,,,"414,149",1.153262795
2008,madison,Non-human activity,,,,florida,12079.0,30.46,-83.41,0.0,0.0,0.0,0.0,1.0,19347,-0.107503852
2013,traverse,Human infections,2.0,0.0,3.0,minnesota,27155.0,45.8,-96.49,,,,,,"3,402",-0.147416299
2023,davis,Human infections and non-human activity,2.0,1.0,1.0,utah,49011.0,40.98,-111.9,,,,,,,
2016,rapides,Human infections and non-human activity,2.0,2.0,1.0,louisiana,22079.0,31.19862028,-92.53319963,0.0,0.0,0.0,0.0,3.0,"131,845",0.735461094
2004,washburn,Non-human activity,,,,wisconsin,55129.0,45.73,-91.89,2.0,0.0,2.0,0.0,0.0,16126,0.093317958
2002,spartanburg,Non-human activity,,,,south carolina,45083.0,34.93,-82.01,1.0,0.0,1.0,0.0,0.0,,
2007,yellowstone,Human infections and non-human activity,27.0,8.0,5.0,montana,30111.0,45.65,-108.38,0.0,0.0,0.0,0.0,1.0,141518,0.616633325
2004,madison,Non-human activity,,,,texas,48313.0,30.95,-95.9,0.0,0.0,0.0,0.0,3.0,13146,-0.106887819
2013,comanche,Human infections and non-human activity,3.0,3.0,1.0,oklahoma,40031.0,34.56,-98.29,0.0,0.0,0.0,0.0,0.0,"124,949",0.956678742
2020,red river,Human infections,1.0,1.0,0.0,texas,48387.0,33.61,-95.05,,,,,,"11,550",0.111019363
2004,trinity,Non-human activity,,,,california,6105.0,40.65069356,-123.1126277,0.0,9.0,9.0,0.0,1.0,13159,0.965013574
2009,jefferson,Non-human activity,,,,arkansas,5069.0,34.21,-92.01,0.0,0.0,0.0,0.0,1.0,77759,0.46417597
2004,craighead,Human infections,1.0,1.0,0.0,arkansas,5031.0,35.81,-90.44,,,,,,86331,1.106008455
2009,malheur,Human infections and non-human activity,9.0,1.0,1.0,oregon,41045.0,44.03,-117.38,0.0,0.0,0.0,0.0,1.0,31265,0.737405676
2016,jefferson,Non-human activity,,,,missouri,29099.0,38.23,-90.56,0.0,0.0,0.0,0.0,0.0,"223,377",1.247768374
2020,jackson,Non-human activity,,,,oregon,41029.0,42.28,-122.9,0.0,0.0,0.0,0.0,0.0,"223,394",1.95884294
2019,northumberland,Non-human activity,,,,pennsylvania,42097.0,40.86,-76.78,0.0,0.0,0.0,0.0,1.0,"90,843",0.714929049
2004,pasco,Non-human activity,,,,florida,12101.0,28.42,-82.21,,,,,,401648,0.757475703
2018,sebastian,Human infections,2.0,2.0,0.0,arkansas,5131.0,35.37,-94.42,,,,,,"127,570",1.01020309
2004,martin,Non-human activity,,,,florida,12085.0,27.19,-80.24,,,,,,139729,0.257143283
2007,glasscock,Human infections and non-human activity,1.0,0.0,1.0,texas,48173.0,31.87,-101.48,0.0,0.0,0.0,0.0,1.0,1164,-0.393073736
2016,avoyelles,Non-human activity,,,,louisiana,22009.0,31.07624372,-92.00137674,0.0,0.0,0.0,0.0,1.0,"40,983",-0.187532815
2008,montcalm,Non-human activity,,,,michigan,26117.0,43.29,-85.07,0.0,0.0,0.0,0.0,1.0,63635,0.311491011
2002,mccook,Non-human activity,,,,south dakota,46087.0,43.72,-97.38,3.0,1.0,4.0,0.0,8.0,,
2009,coconino,Human infections,1.0,0.0,0.0,arizona,4005.0,35.23,-111.72,0.0,0.0,0.0,0.0,0.0,133477,3.521074811
2012,ramsey,Human infections,5.0,2.0,0.0,north dakota,38071.0,48.11,-98.87,0.0,0.0,0.0,0.0,0.0,"11,584",-0.650095273
2022,o brien,Human infections,0.0,0.0,1.0,iowa,19141.0,43.08700641,-95.62672123,,,,,,,
2012,west feliciana,Human infections,2.0,1.0,0.0,louisiana,22125.0,30.87977273,-91.42002868,,,,,,"15,476",0.14021124
2002,alfalfa,Non-human activity,,,,oklahoma,40003.0,36.75,-98.35,0.0,0.0,0.0,0.0,2.0,,
2003,hubbard,Non-human activity,,,,minnesota,27057.0,46.91,-95.06,0.0,0.0,0.0,0.0,2.0,19049,0.070440475
2006,cibola,Non-human activity,,,,new mexico,35006.0,35.15,-107.83,0.0,0.0,0.0,0.0,0.0,27032,1.116528218
2012,union,Non-human activity,,,,indiana,18161.0,39.63,-84.92,0.0,0.0,0.0,0.0,0.0,"7,352",0.492263652
2011,wayne,Non-human activity,,,,pennsylvania,42127.0,41.57,-75.25,1.0,0.0,1.0,0.0,0.0,"52,750",0.489306531
2002,randolph,Non-human activity,,,,alabama,1111.0,33.3,-85.48,1.0,0.0,1.0,0.0,0.0,,
2013,mcintosh,Human infections,1.0,0.0,0.0,north dakota,38051.0,46.03,-99.37,0.0,0.0,0.0,0.0,0.0,"2,738",-0.374051201
2007,todd,Non-human activity,,,,minnesota,27153.0,45.97,-94.86,0.0,0.0,0.0,0.0,1.0,24819,0.309036894
2012,muskogee,Human infections and non-human activity,3.0,2.0,2.0,oklahoma,40101.0,35.72,-95.47,0.0,0.0,0.0,0.0,1.0,"70,529",-0.514007106
2018,nemaha,Human infections,3.0,1.0,0.0,nebraska,31127.0,40.38,-95.84,,,,,,"6,957",0.063680893
2007,yuba,Non-human activity,,,,california,6115.0,39.15,-121.47,1.0,0.0,1.0,0.0,0.0,70761,1.864565788
2002,brooke,Non-human activity,,,,west virginia,54009.0,40.28,-80.6,1.0,1.0,2.0,0.0,0.0,,
2014,tuscola,Non-human activity,,,,michigan,26157.0,43.48,-83.4,2.0,0.0,2.0,0.0,0.0,"53,923",0.570062651
2015,santa barbara,Non-human activity,,,,california,6083.0,34.41,-119.7,3.0,0.0,3.0,0.0,0.0,"442,229",2.445084435
2021,cullman,Human infections,1.0,0.0,1.0,alabama,1043.0,34.17,-86.83,,,,,,"89,496",0.319416101
2003,bucks,Human infections and non-human activity,15.0,11.0,0.0,pennsylvania,42017.0,40.31,-75.12,6.0,0.0,6.0,0.0,34.0,610174,1.154636722
2002,greene,Non-human activity,,,,ohio,39057.0,39.68,-83.94,40.0,0.0,40.0,32.0,4.0,,
2015,mccook,Human infections,1.0,0.0,0.0,south dakota,46087.0,43.72,-97.38,,,,,,"5,483",-0.479524357
2001,mchenry,Non-human activity,,,,illinois,17111.0,42.31,-88.43,1.0,0.0,1.0,0.0,0.0,,
2018,jefferson,Non-human activity,,,,tennessee,47089.0,36.02,-83.41,0.0,0.0,0.0,0.0,1.0,"54,012",0.142727549
2015,madison,Human infections and non-human activity,3.0,2.0,0.0,illinois,17119.0,38.8,-89.96,0.0,0.0,0.0,38.0,2.0,"265,996",1.130800657
2002,lackawanna,Human infections and non-human activity,1.0,1.0,0.0,pennsylvania,42069.0,41.41,-75.67,4.0,1.0,5.0,0.0,0.0,,
2005,stutsman,Human infections and non-human activity,5.0,1.0,0.0,north dakota,38093.0,46.91,-98.69,1.0,0.0,1.0,0.0,0.0,21132,0.135686505
2015,mercer,Non-human activity,,,,ohio,39107.0,40.55,-84.57,0.0,0.0,0.0,0.0,0.0,"40,723",0.291107551
2015,delaware,Non-human activity,,,,ohio,39041.0,40.29,-83.08,0.0,0.0,0.0,0.0,0.0,"193,391",1.175838335
2007,dewey,Human infections,2.0,2.0,0.0,south dakota,46041.0,45.42,-101.07,,,,,,5402,-0.650191212
2006,york,Human infections and non-human activity,4.0,1.0,2.0,nebraska,31185.0,40.87,-97.59,5.0,0.0,5.0,0.0,0.0,14130,-0.335099577
2002,armstrong,Non-human activity,,,,pennsylvania,42005.0,40.82,-79.52,4.0,1.0,5.0,0.0,0.0,,
2002,louisa,Non-human activity,,,,virginia,51109.0,38.01,-77.99,3.0,3.0,6.0,0.0,0.0,,
2002,dallas,Human infections and non-human activity,1.0,1.0,0.0,iowa,19049.0,41.61,-94.02,1.0,0.0,1.0,0.0,16.0,,
2017,adams,Human infections and non-human activity,4.0,4.0,0.0,colorado,8001.0,39.95,-104.79,0.0,0.0,0.0,0.0,0.0,"503,590",1.274296997
2002,anderson,Non-human activity,,,,south carolina,45007.0,34.51,-82.64,1.0,0.0,1.0,0.0,0.0,,
2018,yellow medicine,Human infections,1.0,1.0,0.0,minnesota,27173.0,44.81,-95.53,,,,,,"9,799",0.324418047
2005,baldwin,Human infections and non-human activity,0.0,0.0,1.0,alabama,1003.0,30.88,-87.77,,,,,,162183,1.333052396
2015,monroe,Human infections,1.0,1.0,0.0,new york,36055.0,43.16,-77.61,,,,,,"745,577",1.333051581
2015,warren,Non-human activity,,,,ohio,39165.0,39.42,-84.21,0.0,0.0,0.0,0.0,0.0,"223,864",1.078694234
2009,richland,Human infections and non-human activity,1.0,1.0,0.0,south carolina,45079.0,34.0,-81.03,1.0,0.0,1.0,0.0,0.0,380245,1.041545725
2023,greenwood,Non-human activity,0.0,0.0,0.0,kansas,20073.0,37.82,-96.28,,,,,,,
2009,fayette,Human infections and non-human activity,0.0,0.0,1.0,kentucky,21067.0,38.01,-84.48,1.0,0.0,1.0,0.0,0.0,292514,1.111252836
2014,teton,Human infections and non-human activity,1.0,0.0,0.0,montana,30099.0,47.86,-112.44,0.0,0.0,0.0,0.0,1.0,"6,031",-0.030638521
2003,cameron,Human infections,1.0,1.0,0.0,pennsylvania,42023.0,41.51,-78.23,0.0,0.0,0.0,0.0,0.0,5702,0.286044548
2013,coal,Non-human activity,,,,oklahoma,40029.0,34.53,-96.21,0.0,0.0,0.0,0.0,1.0,"5,763",-0.802902901
2015,delta,Non-human activity,,,,michigan,26041.0,45.74,-87.08,0.0,2.0,2.0,0.0,0.0,"36,415",0.27129543
2013,gaines,Human infections and non-human activity,3.0,1.0,0.0,texas,48165.0,32.71,-102.65,0.0,0.0,0.0,0.0,1.0,"18,807",-0.4287442
2002,osage,Non-human activity,,,,missouri,29151.0,38.48,-91.84,2.0,0.0,2.0,0.0,0.0,,
2016,pike,Non-human activity,,,,indiana,18125.0,38.49,-87.28,0.0,0.0,0.0,0.0,0.0,"12,391",0.932325981
2021,el dorado,Human infections,1.0,1.0,0.0,california,6017.0,38.73,-120.8,0.0,0.0,0.0,0.0,0.0,"193,221",2.17492078
2007,bergen,Non-human activity,,,,new jersey,34003.0,40.88,-74.04,0.0,0.0,0.0,0.0,0.0,890817,1.042217373
2009,taney,Non-human activity,,,,missouri,29213.0,36.68,-93.1,0.0,0.0,0.0,0.0,0.0,50794,0.987723925
2005,racine,Non-human activity,,,,wisconsin,55101.0,42.8,-87.82,1.0,0.0,1.0,0.0,0.0,193251,0.866048221
2021,hamilton,Non-human activity,,,,indiana,18057.0,40.06,-85.92,0.0,0.0,0.0,0.0,0.0,"356,650",1.130070453
2008,mayaguez,Non-human activity,,,,,,,,,,,,,,
2023,washington,Human infections,0.0,0.0,1.0,oregon,41067.0,45.44,-122.96,,,,,,,
2005,kaufman,Human infections and non-human activity,1.0,0.0,1.0,texas,48257.0,32.58,-96.3,0.0,0.0,0.0,0.0,1.0,87388,0.337208547
2004,lee,Non-human activity,,,,arkansas,5077.0,34.77,-90.76,0.0,0.0,0.0,1.0,0.0,11512,-0.385358364
2007,luna,Non-human activity,,,,new mexico,35029.0,32.26,-107.75,0.0,0.0,0.0,0.0,0.0,25328,1.390252747
2017,montgomery,Non-human activity,,,,tennessee,47125.0,36.56,-87.34,0.0,0.0,0.0,0.0,0.0,"199,771",0.918358241
2012,brooke,Non-human activity,,,,west virginia,54009.0,40.28,-80.6,0.0,0.0,0.0,1.0,0.0,"23,677",-0.963770612
2019,henry,Non-human activity,,,,illinois,17073.0,41.3,-90.19,0.0,0.0,0.0,4.0,0.0,"48,913",0.621575939
2020,iberia,Non-human activity,,,,louisiana,22045.0,29.75649985,-91.76305555,0.0,0.0,0.0,2.0,0.0,"69,725",0.19304833
2016,ector,Human infections and non-human activity,1.0,1.0,0.0,texas,48135.0,31.85,-102.36,0.0,0.0,0.0,0.0,1.0,"157,858",-0.4071148
2018,brevard,Non-human activity,,,,florida,12009.0,28.58,-80.82,,,,,,"595,203",0.859499355
2005,philadelphia,Non-human activity,,,,pennsylvania,42101.0,39.95,-75.17,0.0,0.0,0.0,0.0,0.0,1490861,1.24610517
2018,orange,Human infections and non-human activity,1.0,1.0,0.0,texas,48361.0,30.1,-93.75,0.0,0.0,0.0,3.0,0.0,"83,474",0.332213134
2006,rock island,Human infections and non-human activity,1.0,1.0,0.0,illinois,17161.0,41.47,-90.58,0.0,0.0,0.0,12.0,0.0,147131,0.728559786
2023,washoe,Human infections,1.0,1.0,0.0,nevada,32031.0,39.52,-119.81,,,,,,,
2002,craig,Non-human activity,,,,oklahoma,40035.0,36.64,-95.15,0.0,0.0,0.0,0.0,11.0,,
2022,fremont,Non-human activity,,,,wyoming,56013.0,42.83,-108.72,,,,,,,
2003,audrain,Non-human activity,,,,missouri,29007.0,39.16,-91.87,1.0,0.0,1.0,0.0,4.0,25728,-1.224143836
2003,kanawha,Non-human activity,,,,west virginia,54039.0,38.35,-81.63,0.0,1.0,1.0,0.0,0.0,195960,0.591525193
2016,white,Human infections,1.0,1.0,1.0,arkansas,5145.0,35.24,-91.73,,,,,,"78,917",1.069778292
2009,bay,Non-human activity,,,,florida,12005.0,30.17,-85.67,,,,,,167464,0.442736345
2016,lawrence,Human infections,1.0,0.0,0.0,mississippi,28077.0,31.55,-90.11,,,,,,"12,812",-0.614841211
2004,washington,Non-human activity,,,,illinois,17189.0,38.34,-89.37,1.0,0.0,1.0,0.0,0.0,15106,0.107423349
2006,glacier,Non-human activity,,,,montana,30035.0,48.65,-112.84,0.0,0.0,0.0,0.0,2.0,13250,0.25963159
2003,erie,Human infections and non-human activity,1.0,1.0,0.0,ohio,39043.0,41.45,-82.71,3.0,0.0,3.0,3.0,0.0,78673,1.17375011
2002,edgar,Human infections and non-human activity,2.0,2.0,0.0,illinois,17045.0,39.61,-87.69,2.0,0.0,2.0,0.0,1.0,,
2001,effingham,Non-human activity,,,,georgia,13103.0,32.36,-81.3,2.0,0.0,2.0,0.0,0.0,,
2019,haywood,Human infections,1.0,1.0,0.0,north carolina,37087.0,35.63,-83.02,,,,,,"62,317",1.1113443
2010,dewey,Human infections,1.0,0.0,0.0,south dakota,46041.0,45.42,-101.07,,,,,,5301,-0.650191212
2016,guernsey,Non-human activity,,,,ohio,39059.0,40.02,-81.58,0.0,0.0,0.0,0.0,0.0,"39,211",0.735515781
2007,umatilla,Non-human activity,,,,oregon,41059.0,45.73,-118.79,1.0,2.0,3.0,0.0,0.0,74269,1.424809683
2023,king,Human infections,1.0,0.0,0.0,washington,53033.0,47.61,-122.33,,,,,,,
2016,sunflower,Human infections,1.0,1.0,0.0,mississippi,28133.0,33.44,-90.64,0.0,0.0,0.0,0.0,0.0,"26,493",-0.820097683
2017,sullivan,Human infections and non-human activity,1.0,1.0,0.0,indiana,18153.0,39.11,-87.42,0.0,0.0,0.0,0.0,0.0,"20,700",0.758718077
2021,amador,Non-human activity,,,,california,6005.0,38.35,-120.77,0.0,0.0,0.0,0.0,1.0,"41,259",1.550534299
2003,worth,Non-human activity,,,,georgia,13321.0,31.52,-83.83,0.0,0.0,0.0,0.0,1.0,21874,-1.069034698
2005,licking,Human infections and non-human activity,1.0,1.0,0.0,ohio,39089.0,40.06,-82.42,1.0,1.0,2.0,10.0,0.0,157950,1.307864623
2002,rappahannock,Non-human activity,,,,virginia,51157.0,38.71,-78.15,7.0,0.0,7.0,0.0,0.0,,
2015,st. croix,Non-human activity,,,,wisconsin,55109.0,44.97,-92.73,1.0,0.0,1.0,0.0,0.0,"87,129",0.522085073
2013,cherokee,Non-human activity,,,,georgia,13057.0,34.24,-84.49,0.0,0.0,0.0,0.0,1.0,"224,314",0.601121681
2004,wheeler,Non-human activity,,,,texas,48483.0,35.44,-100.27,0.0,0.0,0.0,0.0,1.0,4934,-0.778504757
2018,spartanburg,Human infections and non-human activity,1.0,0.0,0.0,south carolina,45083.0,34.93,-82.01,6.0,13.0,19.0,0.0,1.0,"314,137",0.737526381
2002,whitfield,Non-human activity,,,,georgia,13313.0,34.76,-84.97,18.0,0.0,18.0,0.0,1.0,,
2012,le sueur,Human infections,1.0,0.0,0.0,minnesota,27079.0,44.38,-93.73,0.0,0.0,0.0,0.0,0.0,"27,661",0.183674468
2016,cumberland,Non-human activity,,,,new jersey,34011.0,39.42,-75.22,0.0,0.0,0.0,0.0,0.0,"153,233",0.966785926
2004,douglas,Non-human activity,,,,georgia,13097.0,33.74,-84.74,1.0,0.0,1.0,0.0,0.0,107377,0.341805087
2016,racine,Non-human activity,,,,wisconsin,55101.0,42.8,-87.82,1.0,0.0,1.0,0.0,0.0,"194,846",0.866048221
2019,pinal,Human infections and non-human activity,3.0,3.0,0.0,arizona,4021.0,32.95,-111.23,0.0,0.0,0.0,0.0,0.0,"462,789",2.850250996
2021,st. bernard,Non-human activity,,,,louisiana,22087.0,29.90472573,-89.30412736,0.0,0.0,0.0,1.0,0.0,"44,258",0.116377294
2015,adams,Human infections,1.0,0.0,0.0,iowa,19003.0,40.99,-94.73,,,,,,"3,754",-0.622249075
2014,plymouth,Non-human activity,,,,massachusetts,25023.0,42.08,-71.02,0.0,0.0,0.0,0.0,0.0,"506,513",1.282813605
2006,richland,Human infections,2.0,0.0,0.0,north dakota,38077.0,46.26,-96.6,0.0,0.0,0.0,0.0,0.0,16869,0.02575047
2018,madison,Non-human activity,,,,arkansas,5087.0,36.08,-93.73,0.0,0.0,0.0,0.0,1.0,"16,362",0.426565088
2002,coles,Human infections and non-human activity,1.0,0.0,0.0,illinois,17029.0,39.48,-88.17,5.0,0.0,5.0,0.0,12.0,,
2017,franklin,Non-human activity,,,,indiana,18047.0,39.42,-85.0,0.0,0.0,0.0,0.0,1.0,"22,694",0.212189077
2006,barnstable,Non-human activity,,,,massachusetts,25001.0,41.7,-70.3,9.0,0.0,9.0,0.0,0.0,220037,1.363085971
2012,ingham,Human infections and non-human activity,6.0,4.0,2.0,michigan,26065.0,42.58,-84.44,0.0,1.0,1.0,0.0,0.0,"283,514",0.977621613
2004,plaquemines,Non-human activity,,,,louisiana,22075.0,29.38066207,-89.48191506,0.0,1.0,1.0,0.0,0.0,29390,0.362053909
2002,mason,Non-human activity,,,,kentucky,21161.0,38.62,-83.78,1.0,6.0,7.0,0.0,3.0,,
2013,anne arundel,Human infections,4.0,2.0,0.0,maryland,24003.0,38.99,-76.55,0.0,0.0,0.0,0.0,0.0,"555,417",1.356619766
2007,san juan,Human infections,0.0,0.0,1.0,,,,,,,,,,,
2020,woodward,Human infections,1.0,1.0,0.0,oklahoma,40153.0,36.42,-99.4,,,,,,"20,385",-0.119169322
2007,mclean,Human infections and non-human activity,1.0,1.0,0.0,illinois,17113.0,40.47,-88.97,1.0,0.0,1.0,0.0,0.0,165223,1.280333589
2003,buncombe,Non-human activity,,,,north carolina,37021.0,35.59,-82.56,2.0,0.0,2.0,0.0,1.0,214982,1.42577971
2015,merrick,Human infections,1.0,0.0,0.0,nebraska,31121.0,41.11,-98.0,,,,,,"7,805",-0.391582244
2002,castro,Non-human activity,,,,texas,48069.0,34.54,-102.31,0.0,0.0,0.0,0.0,15.0,,
2000,monroe,Non-human activity,,,,new york,36055.0,43.16,-77.61,8.0,3.0,11.0,0.0,0.0,,
2007,dixon,Human infections,1.0,0.0,0.0,nebraska,31051.0,42.56,-96.7,0.0,0.0,0.0,0.0,0.0,5993,0.010779983
2015,warren,Non-human activity,,,,illinois,17187.0,40.91,-90.64,0.0,0.0,0.0,13.0,0.0,"17,455",-0.287791048
2019,alachua,Non-human activity,,,,florida,12001.0,29.65,-82.32,,,,,,"269,043",1.187796578
2018,norfolk,Human infections and non-human activity,1.0,1.0,0.0,massachusetts,25021.0,42.24,-71.17,0.0,0.0,0.0,34.0,0.0,"703,230",0.974046924
2020,franklin,Non-human activity,,,,pennsylvania,42055.0,39.93,-77.65,0.0,0.0,0.0,0.0,0.0,"155,874",1.169353461
2017,hamblen,Non-human activity,,,,tennessee,47063.0,36.21,-83.29,0.0,0.0,0.0,0.0,0.0,"64,062",0.291920877
2023,payette,Human infections and non-human activity,1.0,1.0,0.0,idaho,16075.0,44.06,-116.7,,,,,,,
2022,greenville,Human infections and non-human activity,1.0,1.0,0.0,south carolina,45045.0,34.85,-82.4,,,,,,,
2021,fayette,Non-human activity,,,,illinois,17051.0,38.98,-89.1,0.0,0.0,0.0,0.0,0.0,"21,384",0.296462507
2006,guernsey,Non-human activity,,,,ohio,39059.0,40.02,-81.58,1.0,0.0,1.0,0.0,0.0,40600,0.735515781
2012,putnam,Non-human activity,,,,indiana,18133.0,39.64,-86.84,0.0,0.0,0.0,0.0,0.0,"37,640",0.890376669
2014,burleigh,Human infections and non-human activity,5.0,4.0,0.0,north dakota,38015.0,46.82,-100.7,0.0,0.0,0.0,0.0,0.0,"90,510",0.417905648
2014,smith,Human infections,1.0,1.0,0.0,texas,48423.0,32.32,-95.3,,,,,,"219,642",1.109844038
2012,grant,Non-human activity,,,,indiana,18053.0,40.6,-85.63,0.0,0.0,0.0,0.0,0.0,"69,078",0.360501031
2012,thomas,Human infections,2.0,1.0,0.0,georgia,13275.0,30.87,-83.9,,,,,,"44,528",0.086973083
2002,newberry,Non-human activity,,,,south carolina,45071.0,34.27,-81.61,0.0,1.0,1.0,0.0,0.0,,
2000,northampton,Non-human activity,,,,pennsylvania,42095.0,40.75,-75.23,0.0,1.0,1.0,0.0,0.0,,
2005,ralls,Non-human activity,,,,missouri,29173.0,39.58,-91.39,0.0,0.0,0.0,0.0,0.0,9998,0.050534307
2012,deschutes,Human infections,1.0,0.0,0.0,oregon,41017.0,44.07,-121.25,0.0,0.0,0.0,0.0,0.0,"161,359",1.97238583
2019,ionia,Non-human activity,,,,michigan,26067.0,42.98,-85.05,1.0,0.0,1.0,0.0,0.0,"64,697",0.701525474
2005,tulsa,Human infections and non-human activity,2.0,1.0,0.0,oklahoma,40143.0,36.16,-95.99,0.0,0.0,0.0,0.0,0.0,568199,1.358548145
2005,grundy,Non-human activity,,,,illinois,17063.0,41.36,-88.42,2.0,0.0,2.0,0.0,0.0,44181,0.6852411
2009,knox,Non-human activity,,,,illinois,17095.0,40.95,-90.37,0.0,0.0,0.0,2.0,0.0,52817,0.166406263
2003,ralls,Non-human activity,,,,missouri,29173.0,39.58,-91.39,2.0,0.0,2.0,7.0,1.0,9755,0.050534307
2022,shasta,Human infections and non-human activity,1.0,1.0,0.0,california,6089.0,40.6,-122.46,,,,,,,
2003,greenbrier,Non-human activity,,,,west virginia,54025.0,37.8,-80.43,0.0,1.0,1.0,0.0,0.0,34831,0.286962105
2006,whiteside,Non-human activity,,,,illinois,17195.0,41.8,-89.96,1.0,0.0,1.0,11.0,0.0,59033,0.028890468
